speaker	vowel/frame	context	F1	F2	F3	gl F1	gl F2	gl F3
00610	BAT	at	775.4298983328450	1476.500168029830	1699.8021943505100			
00610	THOUGHT	concentrations	677.9314223111320	1687.1428434556800	2626.277690644900			
00610	DRESS	concentrations	565.984519741809	1923.271412440190	2837.4931141623300			
00610	FACE	concentrations	397.0588485000170	2259.897690017780	2637.513978377070			
00610	THOUGHT	concentrations	671.983343278973	1833.733956461380	2740.9573262822800			
00610	HOAX	ozone	410.8423723938990	974.612822174368	3008.636333563380			
00610	HOAX	ozone	487.3011193036110	1558.846186909550	3314.664506558320			
00610	BAT	can	732.965395293654	1873.0137180996900	2593.9130320503800			
00610	FLEECE	be	393.3422531700580	2360.2366954897500	2882.8467976695200			
00610	THOUGHT	toxic	582.7168703505630	1393.0305332432000	2448.767411753180			
00610	HAPPY	toxic	367.5872193901680	2286.98634927307	2870.579053693190			
00610	STEW	to	461.9836652395290	2359.902550469080	2755.810395799030			
00610	GLARE	air	595.3923972596840	1756.1123684508000	2142.116213501260			
00610	THOUGHT	borne	474.3973604731060	852.167800755533	2823.646403990410			
00610	BAT	bacteria	764.2478736370550	1436.2697407374000	2128.7786489514600			
00610	HAPPY	bacteria	457.84719034999600	2643.011429451010	2794.621458000430			
00610	HAPPY	bacteria	576.9816161153660	1874.0083788810700	2261.052261943820			
00610	BAT	bacteria	724.7137071537540	1917.7263594943300	2439.9847583277900			
00610	BAT	and	738.497103340907	1140.6814894754100	1861.443078220920			
00610	FACE	may	564.4967108090780	2312.0938768474500	2953.489681278040			
00610	HAPPY	destroy	375.7522934413790	2003.025192810760	2918.509475230870			
00610	THOUGHT	or	537.2651446423560	1423.930485502920	2750.595195145480			
00610	HAPPY	kill	396.7782141173100	2049.2406824088200	2812.8279161244400			
00610	FLEECE	these	361.2441857806380	2672.1542489934000	3067.824491148530			
00610	THOUGHT	sometimes	669.5324166361840	1476.4307303591800	2518.141712094300			
00610	HAPPY	infectious	430.2598194925840	2020.054453134920	2936.081765172450			
00610	DRESS	infectious	514.1777370880260	1818.01096891439	2201.935112085160			
00610	YOU	infectious	433.4122966479280	1652.7371971803700	2635.0405519734000			
00610	THOUGHT	organisms	488.853692022118	1679.7020667422400	2499.366025529760			
00610	BAT	organisms	301.78304106600400	1610.9666034401200	2518.974373095880			
00610	HAPPY	organisms	420.5298822965590	1970.4793276305100	2813.484081236010			
00610	BAT	organisms	642.0081970496180	1807.2398286402900	2633.5273010407800			
00610	HAPPY	the	390.7731933367710	1654.8843793157000	2462.7742394295200			
00610	STEW	google	316.521435920144	922.8109729935290	2971.6052031330700			
00610	FOOT	google	365.19265280395200	776.877118848682	3359.9185687139800			
00610	BAT	assistant	766.36974393221	1612.562792190570	2258.5461106334700			
00610	HAPPY	assistant	429.6121662625130	1401.2112294523500	2489.772402767040			
00610	BAT	assistant	699.4567669534700	1436.841937639960	2463.7347640618800			
00610	BAT	can	765.7185071024880	1442.9499192620600	2695.7981716211200			
00610	THOUGHT	work	596.257909807935	1226.1118763857800	2253.345300339360			
00610	HAPPY	with	370.9716579951200	1814.016653687330	2580.7533377965700			
00610	STEW	google	356.8730007604810	856.1085774743710	3068.2958512304600			
00610	FOOT	google	648.5244438209290	1355.6355743669300	3124.438183168900			
00610	BAT	partners	707.9849500198080	1644.576634113660	2732.351845179810			
00610	BAT	partners	709.2470240694510	1791.2043518162300	2776.237127482640			
00610	STEW	to	454.2423952986130	2031.9732881172600	2936.4920789802500			
00610	DRESS	help	673.8363924622870	1549.965813662120	2943.5839886863300			
00610	YOU	you	343.40930422879200	2582.9591218572800	3009.0618916569500			
00610	DRESS	get	512.9749364106430	2163.7590165646000	2645.095435255560			
00610	HAPPY	things	512.8015171777080	2268.343899899150	2902.369685735180			
00610	THOUGHT	done	620.4791483796810	1519.6488103182000	2854.0506340477900			
00610	DRESS	whether	633.7513448278170	1669.4101778746800	2305.849616097290			
00610	BAT	whether	640.7127689905980	1776.4611549054100	2616.888038588890			
00610	HAPPY	it's	466.8940778229850	1923.676337581350	2783.1642071957600			
00610	HAPPY	buying	742.7174195366250	2477.5571754544400	2809.828694034560			
00610	STEW	movie	423.5014987794050	1568.25943714878	2776.3859314826400			
00610	HAPPY	movie	329.8378070296500	2548.643771380900	3043.873140697790			
00610	HAPPY	tickets	360.64615833660700	2628.488108946910	2981.90759616849			
00610	HAPPY	tickets	522.0904278240570	2151.078104278570	2773.5474752006800			
00610	THOUGHT	or	514.6019613522170	1177.59019367757	2675.932662392730			
00610	DRESS	getting	506.368948018814	2311.5871331093900	2777.701086330920			
00610	HAPPY	getting	299.4430323386540	1293.9437962266400	2315.6598408898000			
00610	FOOT	your	472.4959978204750	2350.0720483418500	2772.4807468798600			
00610	BAT	your	454.7380655918250	1993.888248548260	2537.1571794695500			
00610	HAPPY	sink	535.4156419745460	2144.781125475080	2858.4788698913300			
00610	HAPPY	repaired	424.8148890203500	1765.39449089351	1998.9398790250800			
00610	GLARE	repaired	574.7233522406990	2127.7100096726	2665.4717200428600			
00610	BAT	the	421.9322361325940	1559.1032557877200	2998.205327880860			
00610	STEW	google	368.5069407863130	980.3988992034090	3093.18824567193			
00610	FOOT	google	359.82632184344800	1018.668276063	3082.1158494208000			
00610	BAT	assistant	822.2272334618010	1168.2680129966800	1638.0396125446900			
00610	HAPPY	assistant	444.5297191729560	1414.675694582900	2189.992625687950			
00610	BAT	assistant	670.2011798154490	1969.1004889817800	2996.699107242970			
00610	STEW	uses	330.8271121646250	2367.8279175699500	2916.251233475270			
00610	DRESS	uses	386.245277014204	1924.0143137597200	2900.0255874102600			
00610	HAPPY	recordings	438.8550262516910	866.9502556344680	2238.075353582590			
00610	THOUGHT	recordings	533.7796163195410	1101.192696558640	3050.692417518140			
00610	HAPPY	recordings	485.9588130514210	1998.296788411410	2720.2412889278400			
00610	STEW	to	354.4942263902960	2013.836617509810	2800.246822234350			
00610	FLEECE	create	411.5836608217780	2144.5643830831500	2400.508912520000			
00610	FACE	create	390.4450239183940	2426.941632504130	2817.9024968147500			
00610	DRESS	and	609.533439985091	1834.35841195586	2741.3879712979400			
00610	THOUGHT	update	555.7519050158860	1160.3401626037800	2726.402218620290			
00610	FACE	update	349.7178856785850	2688.112777619930	2989.094191456060			
00610	HAPPY	his	381.5850580513930	2150.852516720420	2957.9731322977100			
00610	THOUGHT	model	568.7648719312000	1230.7005063776100	2883.523628622180			
00610	DRESS	model	534.9363507346650	1464.7675285304100	2870.1176574805600			
00610	HAPPY	which	341.29691738909400	2124.6095435010300	2737.7788611453400			
00610	HAPPY	is	330.5850088112030	2035.710246788950	2913.495131296840			
00610	HOAX	only	656.9562909790590	1422.2260651187800	2709.058559557070			
00610	HAPPY	only	405.2135896297270	2613.363215463280	2881.787178338480			
00610	THOUGHT	stored	576.9666903177090	1117.5951966733200	3131.155329221460			
00610	THOUGHT	on	566.5413345191970	1305.163438960140	2650.480873698000			
00610	HAPPY	devices	305.7790852324420	2612.885238291730	2865.7192476281500			
00610	DRESS	devices	396.7004065173730	2233.09427523422	2868.1918401543600			
00610	GLARE	where	553.0159497963120	1808.152622813130	2111.192498562190			
00610	BAT	match	843.017353042009	1546.8975128996500	2327.178445332150			
00610	HAPPY	is	403.6091117892450	2240.762083772870	2825.478348394040			
00610	GIRL	turned	709.5514393409870	1737.1777254182300	2440.318918673910			
00610	THOUGHT	on	723.9921036170930	1414.352707571950	2679.54224527698			
00610	HAPPY	the	257.193484009879	2320.433930179780	3141.7320186727100			
00610	HAPPY	geographical	430.4744415652030	1902.6912120300300	2306.9792981638500			
00610	THOUGHT	geographical	448.7211401881540	1356.6489237183700	2450.088264451220			
00610	BAT	geographical	808.0044220172320	1591.072294244680	2095.195049445810			
00610	HAPPY	geographical	382.2383435163840	2063.84227741092	2546.2626230908800			
00610	BAT	geographical	691.4576966738110	1417.3756966882700	2874.0171848040000			
00610	HOAX	location	400.44384835973000	1169.7992907015400	2930.8183633929800			
00610	FACE	location	392.9420920186760	2505.54104298358	2931.981259594190			
00610	THOUGHT	location	585.7365970506730	1904.2248879301500	3036.3274324995500			
00610	THOUGHT	of	601.2972711021820	1588.401763172050	2901.175446661700			
00610	HAPPY	the	417.6203165723030	2186.169474954160	2841.6924844293100			
00610	THOUGHT	upper	661.4928375770110	1202.5795051486700	2827.1355920413500			
00610	BAT	upper	599.1081490336400	1498.4719772871400	2149.962630641700			
00610	FLEECE	region	326.5408952716080	2504.126375205750	2776.897866227840			
00610	THOUGHT	region	680.0770910703490	1791.1346692374400	2660.4503162650000			
00610	FACE	changed	426.85317824669100	2222.230906667420	2970.886271737070			
00610	HOAX	over	465.5020379603200	1752.68704550064	2778.4404625249400			
00610	BAT	over	544.207551620412	1656.5470843212800	1957.9188630836300			
00610	HAPPY	depending	389.5471011275400	2383.713740500940	2946.716408611740			
00610	DRESS	depending	708.3179675451150	2076.673613106450	2812.9076330178000			
00610	HAPPY	depending	522.4832884367700	2572.6045207112700	3140.060346141850			
00610	BAT	on	692.1082018753290	1886.90748591221	2916.0303844293000			
00610	FACE	the	419.83629664328100	2064.94566365958	2910.0560603364700			
00610	HOAX	location	449.1734929541020	1598.8535100060200	2843.064302172800			
00610	FACE	location	391.9505704048790	2592.798236962860	2977.6214769887400			
00610	THOUGHT	location	544.8691472040920	1936.7638335908000	3034.0723108361500			
00610	THOUGHT	of	588.3779438299950	1628.9410358305200	2850.0180367131900			
00610	HAPPY	the	387.68754948884700	2532.170410220790	3131.386147724180			
00610	FLEECE	economic	360.5715916214440	2668.2537721478800	2890.2813481070900			
00610	THOUGHT	economic	682.6465267401950	1468.3564804904800	2768.892991046950			
00610	THOUGHT	economic	602.2041072910360	2006.4760200930600	2990.742658069510			
00610	HAPPY	economic	434.126917877117	2647.82635682117	3064.560850846190			
00610	BAT	and	707.0038218433680	1926.681503332830	2565.214000087050			
00610	HAPPY	military	406.399132289562	2325.729006369130	2940.372841291690			
00610	HAPPY	military	390.48845489415100	2580.043934184180	2912.742628522820			
00610	HAPPY	military	351.2705731949050	2338.806164424950	2696.869087010920			
00610	BAT	power	540.9311108480080	1149.1994277565600	2968.488787035580			
00610	THOUGHT	governing	526.0366977529670	1224.7426391589600	2890.086551391990			
00610	BAT	governing	533.498418387785	1835.430877726250	2739.4179557999200			
00610	HAPPY	governing	318.4228243995910	1053.9182297904	2766.3660407629900			
00610	BAT	the	973.896667488656	1638.480388440320	3455.2644609383100			
00610	HOAX	low	460.5529522353820	1297.1368300497000	2971.092365097510			
00610	THOUGHT	countries	534.4214428778990	1531.1364808227700	2778.488404856090			
00610	HAPPY	countries	369.82202342350600	2558.600013517330	2965.0737777406900			
00610	HAPPY	this	472.9579347183190	2004.422204676940	2875.1003569839900			
00610	HAPPY	theory	453.01848818782500	2161.209495196600	2667.0533534114300			
00610	HAPPY	theory	413.91392390423300	2337.2814857367800	2449.7426189036600			
00610	BAT	has	723.6384856848120	1046.920420480900	1853.347739396290			
00610	HAPPY	implications	483.9949056219550	2288.6512112993700	3067.704897373040			
00610	HAPPY	implications	352.90397717398700	2306.672299025650	2682.8261897506000			
00610	FACE	implications	378.9070511468250	2445.17085312183	2837.1660319836700			
00610	THOUGHT	implications	586.8089096598730	1827.008729501950	3077.5020419928800			
00610	THOUGHT	for	520.1744066764200	1253.5177007336900	2906.8867625186900			
00610	FACE	spatial	763.9196324069640	1392.8928056756700	2421.6733265927500			
00610	BAT	spatial	643.2048586224550	1577.777471958120	2775.406396763510			
00610	HAPPY	illusions	421.11736809655500	2162.506147213890	2757.74543847386			
00610	STEW	illusions	347.4918338507920	2100.1857861264800	2759.7623708934900			
00610	THOUGHT	illusions	648.3923732854300	1703.353757446500	3531.869146719630			
00610	THOUGHT	such	543.8020393509500	1510.26794671183	2844.402361864680			
00610	BAT	as	727.33162350027	1701.3090203077400	2763.5107734992400			
00610	HAPPY	the	181.4973476606160	1974.600311221110	2912.3238662030100			
00610	HAPPY	visual	334.8379156553000	2309.7140889986900	3189.601185438860			
00610	FOOT	visual	459.2486627398130	1397.6544088422400	2416.3763183576300			
00610	BAT	visual	574.9740028289470	1320.673349679590	2771.2396927991800			
00610	BAT	angle	835.8391170306150	1449.7170164221800	2428.4292578522300			
00610	FOOT	angle	342.67175875869900	771.9227252288770	2288.930617684680			
00610	HAPPY	illusion	377.6872474267490	2362.2270788648900	2656.933865537210			
00610	STEW	illusion	379.72833442510000	1305.0135042113400	2799.5668707342300			
00610	THOUGHT	illusion	645.9410610429810	1701.1737074936300	2802.425726922780			
00610	HAPPY	encounter	733.504867675216	2409.700537570440	3125.2498119226300			
00610	BAT	encounter	655.8439510499740	1595.8347794610700	2105.8112410483800			
00610	BAT	at	811.4885538936290	1668.2668540562500	2723.509276915570			
00610	BAT	farpoint	757.8357985213080	1352.6693105865800	2276.552243090420			
00610	HAPPY	is	385.3719642551880	2080.5797398239600	2861.863803891330			
00610	HAPPY	the	379.3684086226800	2119.9173714888500	2927.979877639120			
00610	GIRL	first	674.4406460498650	1883.9239313504500	2725.287348243550			
00610	DRESS	episode	619.1002392210000	1973.322530124170	2830.2402289790100			
00610	HAPPY	episode	359.97363136935300	2229.345453136020	2928.4972148947900			
00610	HOAX	episode	418.8099885035380	1686.0745947959600	2781.523701471010			
00610	THOUGHT	of	531.9076281504550	1442.73375119197	2606.377373491220			
00610	BAT	the	399.0791440912570	1936.059174564110	2986.2592976359700			
00610	DRESS	science	698.6043803325340	2256.075289790410	2985.6734804269600			
00610	HAPPY	fiction	366.192175453172	2233.4550486447700	2776.5541564828800			
00610	THOUGHT	fiction	571.1180980103920	1913.5121792121600	2943.66505377339			
00610	DRESS	television	535.822249472437	1981.6418711923000	2715.450127555800			
00610	HAPPY	television	471.34515122652000	2242.697136794910	2728.8345847291200			
00610	HAPPY	television	326.07521710383	1968.75201047177	2667.400937868920			
00610	THOUGHT	television	660.5590365341980	1811.7569011444600	2903.4475082102700			
00610	HAPPY	series	352.6815828232880	2241.6439951540300	2903.064066991300			
00610	FLEECE	series	347.54476652223200	2473.877926103910	2951.585275719730			
00610	BAT	star	737.1796805525070	1192.555470447300	1932.2087158371100			
00610	DRESS	trek	586.3379043195980	2145.4539396445600	2388.7119961042200			
00610	HAPPY	the	351.07006959003800	2248.0104678047	2990.995040613640			
00610	DRESS	next	650.8854271906180	2063.7275046285100	2917.8700173305000			
00610	DRESS	generation	487.617074991224	2063.2047430238600	2560.7169239751700			
00610	DRESS	generation	364.08459766731100	1946.0704401143400	2180.189492034460			
00610	FACE	generation	434.0360987686810	2362.2204179936700	2678.3580841319800			
00610	THOUGHT	generation	581.7105062458470	1866.1722432018700	2879.315487088200			
00610	HAPPY	the	360.44364694926200	2303.413235050360	3166.19580494952			
00610	DRESS	entire	702.7637343306180	2671.888418148690	3115.23007621991			
00610	BAT	entire	767.3175458618640	780.9262938686780	1717.257685486070			
00610	THOUGHT	former	669.8683175789300	1156.4366424075200	3125.8785121185100			
00610	BAT	former	568.0095194196590	842.386138388502	1560.3249421325500			
00610	THOUGHT	northern	611.5722995369560	1485.251630575120	2874.504632367000			
00610	BAT	northern	618.1218754734810	1892.705508099360	2953.6272818070600			
00610	BAT	cameroon	723.9165114794640	1716.9124529776400	2285.9449501380600			
00610	DRESS	cameroon	608.9556412800890	1415.3370291230800	1906.7388136001000			
00610	STEW	cameroon	338.6738301344860	1033.134048435220	2074.0047710664			
00610	THOUGHT	province	418.0571037975790	1110.5846923705600	2751.739460473100			
00610	HAPPY	province	437.0775143709450	2213.5980829029800	2922.9800214772600			
00610	DRESS	headquartered	547.7021614396160	2051.171267807510	2902.3143607241100			
00610	BAT	headquartered	695.2518081028110	1360.5052495188000	2598.206201040870			
00610	BAT	headquartered	732.5044845200980	1775.265063986430	2797.257288770990			
00610	BAT	at	719.3526274491440	1403.585357309700	1758.2853819695800			
00610	BAT	has	581.1503682617880	1763.0079731988200	2834.2878686996500			
00610	STEW	to	382.6468877843680	2070.88696159366	2960.7700159695400			
00610	HAPPY	the	329.0128094775760	2518.9311207162400	3010.5941165346300			
00610	STEW	use	265.63974193818200	2441.092600263970	3120.597329454990			
00610	THOUGHT	of	517.7380910620230	1108.4561369306400	2879.179272868900			
00610	GLARE	their	387.2141620235370	2683.153523005690	3038.068191897650			
00610	BAT	their	507.5611428019050	1921.207692008630	2692.271388451660			
00610	GLARE	various	440.57080490476500	2275.8722490558300	2665.3526382418700			
00610	HAPPY	various	558.7401827931240	1710.84177589309	2115.727716859890			
00610	YOU	various	517.2152978021050	1776.1135602766200	2529.4967511177100			
00610	STEW	TRUE	424.8395634586690	2071.1683891209000	2449.6510905098000			
00610	FACE	names	309.7640280573840	1102.2142890852700	2878.30584514931			
00610	BAT	niger	463.94064697189	2012.808042156880	2868.396634011720			
00610	DRESS	delta	582.1037680880330	1656.9427101793000	2831.923684816430			
00610	BAT	delta	667.471214203753	1512.9072366824800	2658.406653050710			
00610	HAPPY	is	448.1945795798750	2373.2865857296500	2980.236842408000			
00610	THOUGHT	sometimes	744.2416437469230	1233.2239157362700	2566.8663793750800			
00610	THOUGHT	called	526.4688045006520	905.5191684472140	2998.3311101920000			
00610	BAT	the	462.14716695493700	1625.1584092151000	2929.012104547460			
00610	HAPPY	rivers	465.2340772641640	1815.442855731550	2224.173118221700			
00610	BAT	rivers	703.4072243063960	1655.1524143468900	2579.5048545625200			
00610	HAPPY	because	360.5343075728510	2595.5010056386400	2962.652185070920			
00610	THOUGHT	because	589.4798757641780	1428.8405619151900	3003.423397233610			
00610	HAPPY	it	395.4377606435350	1956.8612211600700	2926.603618725400			
00610	THOUGHT	was	493.6625343465780	1335.6428119611900	3076.9096061023700			
00610	THOUGHT	once	764.3743042163110	1536.3137360803800	3502.5703010393200			
00610	BAT	a	426.36681769200800	2380.857633204170	2958.81942471252			
00610	FACE	major	482.6380634364940	2464.9698866301400	2861.6334710605200			
00610	THOUGHT	major	503.74309340833500	1743.9108842324400	2479.164027101340			
00610	THOUGHT	producer	442.3989387594460	2005.62513584443	2606.567442469040			
00610	STEW	producer	399.2533930250860	2338.4212138811700	2822.2270665984800			
00610	BAT	producer	647.1302675170860	1649.2387273963300	2747.107685457710			
00610	THOUGHT	of	687.5281656991380	1386.1845368189600	2783.666596539220			
00610	BAT	palm	763.7138287352610	1513.5119856933600	2618.7626955549300			
00610	HAPPY	referring	403.3882377204420	2062.454422970060	2665.516541106970			
00610	GIRL	referring	601.7862169521490	1566.5595887667200	1962.529766615890			
00610	HAPPY	referring	661.9421562696730	1820.1665932157300	2295.6366988933900			
00610	STEW	to	359.34756062389500	1938.7172943828000	3002.1748338212200			
00610	BAT	the	466.0575486952620	1972.972143838470	3048.847874310320			
00610	DRESS	netherlands	665.3744258153840	1913.2784252034300	2985.996496728410			
00610	BAT	netherlands	605.9812299935540	1739.775868201700	2853.1877124235300			
00610	BAT	netherlands	804.1187125945420	1681.1660703066900	2979.250322709900			
00610	FACE	as	492.8550954996530	1674.1261445332200	2771.882089039800			
00610	THOUGHT	holland	555.0511711402470	1164.2261448527300	2924.887898595030			
00610	BAT	holland	810.9629036063150	1618.0573860676000	3040.781263053250			
00610	HAPPY	in	343.43939856645300	2616.01388084207	3139.046509853890			
00610	HAPPY	the	480.07763554487700	1260.9576570468100	2782.570683653230			
